date,week,day,Brand,Sub_Category,Description,group,garmentId,new,hex1,hex2,hex3,hex4,hex5,sold
2/10/2021,19,3,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
2/10/2021,19,3,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
2/10/2021,19,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/11/2021,19,4,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
2/11/2021,19,4,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
2/11/2021,19,4,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/12/2021,19,5,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
2/12/2021,19,5,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
2/12/2021,19,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/13/2021,19,6,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
2/13/2021,19,6,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
2/13/2021,19,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/14/2021,19,7,Madewell,jeans,Skinny,Jeans,103,N,#000000,#000202,#1c1e20,#323134,#4e4d4d,Y
2/14/2021,19,7,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
2/14/2021,19,7,,tank,Ribbed ringer,Knit Tops,329,N,#a1bab3,#8ca49e,#708883,#2a473e,#e0e4e5,
2/14/2021,19,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/15/2021,20,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
2/15/2021,20,1,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
2/15/2021,20,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/16/2021,20,2,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
2/16/2021,20,2,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
2/17/2021,20,3,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
2/17/2021,20,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
2/17/2021,20,3,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
2/17/2021,20,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/18/2021,20,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
2/18/2021,20,4,Madewell,sweater,Textured yarn,Sweaters & Sweatshirts,320,N,#9e7e89,#7d616c,#39353d,#66646a,#d7d5d7,Y
2/18/2021,20,4,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/19/2021,20,5,Madewell,jeans,Skinny,Jeans,103,N,#000000,#000202,#1c1e20,#323134,#4e4d4d,Y
2/19/2021,20,5,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
2/19/2021,20,5,The North Face,coat,Long quilted,Coats,408,N,#14171a,#010202,#090a0e,#2a2c30,#383a3d,
2/20/2021,20,6,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
2/20/2021,20,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/21/2021,20,7,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
2/21/2021,20,7,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
2/21/2021,20,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/22/2021,21,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
2/22/2021,21,1,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
2/22/2021,21,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/23/2021,21,2,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
2/23/2021,21,2,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
2/23/2021,21,2,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
2/23/2021,21,2,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/24/2021,21,3,Madewell,jeans,Demi-boot,Jeans,108,N,#2b2c35,#020305,#1a1c27,#3e4047,#5c5e64,Y
2/24/2021,21,3,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
2/24/2021,21,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/25/2021,21,4,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
2/25/2021,21,4,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
2/25/2021,21,4,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/26/2021,21,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
2/26/2021,21,5,Madewell,sweater,Textured yarn,Sweaters & Sweatshirts,320,N,#9e7e89,#7d616c,#39353d,#66646a,#d7d5d7,Y
2/27/2021,21,6,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
2/27/2021,21,6,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
2/27/2021,21,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
2/28/2021,21,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
2/28/2021,21,7,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
2/28/2021,21,7,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
2/28/2021,21,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/1/2021,22,1,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
3/1/2021,22,1,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
3/1/2021,22,1,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
3/2/2021,22,2,Madewell,jeans,Skinny,Jeans,103,N,#000000,#000202,#1c1e20,#323134,#4e4d4d,Y
3/2/2021,22,2,Madewell,sweatshirt,Cropped quilted,Sweaters & Sweatshirts,317,N,#292d35,#1f222b,#030306,#32363d,#3d4048,Y
3/3/2021,22,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
3/3/2021,22,3,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
3/3/2021,22,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
3/3/2021,22,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/4/2021,22,4,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
3/4/2021,22,4,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
3/4/2021,22,4,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
3/4/2021,22,4,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/5/2021,22,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/5/2021,22,5,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
3/5/2021,22,5,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
3/5/2021,22,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/6/2021,22,6,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
3/6/2021,22,6,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
3/6/2021,22,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/7/2021,22,7,Madewell,jeans,Skinny,Jeans,103,N,#000000,#000202,#1c1e20,#323134,#4e4d4d,Y
3/7/2021,22,7,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
3/7/2021,22,7,,tank,Ribbed ringer,Knit Tops,329,N,#a1bab3,#8ca49e,#708883,#2a473e,#e0e4e5,
3/7/2021,22,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/8/2021,23,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/8/2021,23,1,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
3/8/2021,23,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/9/2021,23,2,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
3/9/2021,23,2,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
3/10/2021,23,3,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/10/2021,23,3,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
3/10/2021,23,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/11/2021,23,4,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
3/11/2021,23,4,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
3/11/2021,23,4,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
3/12/2021,23,5,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
3/12/2021,23,5,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
3/12/2021,23,5,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
3/12/2021,23,5,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
3/13/2021,23,6,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
3/13/2021,23,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/14/2021,23,7,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
3/14/2021,23,7,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
3/14/2021,23,7,Stine Goya,sweater,Rainbow zig-zag,Sweaters & Sweatshirts,331,Y,#0a0808,#b86b2f,#213967,#dbc089,#e0b7aa,
3/15/2021,24,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/15/2021,24,1,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
3/15/2021,24,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/16/2021,24,2,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
3/16/2021,24,2,Uniqlo,sweater,Ribbed turtleneck,Sweaters & Sweatshirts,315,N,#000001,#000002,#010203,#05060a,#020204,
3/16/2021,24,2,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/17/2021,24,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
3/17/2021,24,3,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
3/17/2021,24,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
3/17/2021,24,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/18/2021,24,4,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
3/18/2021,24,4,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
3/19/2021,24,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/19/2021,24,5,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
3/19/2021,24,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
3/20/2021,24,6,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
3/20/2021,24,6,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
3/20/2021,24,6,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
3/21/2021,24,7,Lisa Says Gah,dress,Cow-print midi,Dresses,202,Y,#965d34,#cbbfb3,#7e4720,#aea198,#51220a,
3/21/2021,24,7,J. Crew,coat,Trench,Coats,409,N,#b1a28c,#a19280,#6a5e4f,#877969,#372d23,
3/22/2021,25,1,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
3/22/2021,25,1,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
3/22/2021,25,1,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
3/23/2021,25,2,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
3/23/2021,25,2,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
3/24/2021,25,3,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/24/2021,25,3,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
3/24/2021,25,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
3/24/2021,25,3,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
3/25/2021,25,4,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
3/25/2021,25,4,Sezane,sweater,Drapey color-block,Sweaters & Sweatshirts,314,N,#83572d,#863e3b,#5c6b77,#384b5d,#e6e1d9,Y
3/25/2021,25,4,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
3/26/2021,25,5,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
3/26/2021,25,5,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
3/27/2021,25,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/27/2021,25,6,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
3/27/2021,25,6,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
3/28/2021,25,7,Kapital,jumpsuit,Embroidered denim,Rompers & Jumpsuits,203,N,#5c7387,#3e5569,#81919f,#8a9e78,#883b30,
3/28/2021,25,7,Closed,jacket,Leather motorcycle,Jackets,404,N,#050201,#3f2b21,#29170e,#503c30,#635043,
3/29/2021,26,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
3/29/2021,26,1,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
3/29/2021,26,1,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
3/29/2021,26,1,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
3/30/2021,26,2,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
3/30/2021,26,2,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
3/30/2021,26,2,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
3/31/2021,26,3,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
3/31/2021,26,3,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
3/31/2021,26,3,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
4/1/2021,26,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/1/2021,26,4,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
4/1/2021,26,4,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/2/2021,26,5,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
4/2/2021,26,5,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
4/2/2021,26,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/3/2021,26,6,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
4/3/2021,26,6,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
4/3/2021,26,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/4/2021,26,7,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
4/4/2021,26,7,,coat,Long leather,Coats,410,Y,#b5525a,#9e4149,#812d33,#c3676d,#4f110b,
4/5/2021,27,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/5/2021,27,1,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
4/5/2021,27,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/6/2021,27,2,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
4/6/2021,27,2,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
4/7/2021,27,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
4/7/2021,27,3,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
4/7/2021,27,3,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
4/8/2021,27,4,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
4/8/2021,27,4,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
4/9/2021,27,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/9/2021,27,5,Yan Yan,top,Tweedle cropped,Knit Tops,332,Y,#5e4b47,#74615b,#595865,#757780,#dde35b,
4/9/2021,27,5,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
4/10/2021,27,6,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
4/10/2021,27,6,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
4/10/2021,27,6,Mango,bra top,Sweater,Knit Tops,323,N,#281c18,#040202,#190e0b,#372a25,#483e3c,
4/11/2021,27,7,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
4/11/2021,27,7,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
4/11/2021,27,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/12/2021,28,1,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
4/12/2021,28,1,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
4/12/2021,28,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/13/2021,28,2,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
4/13/2021,28,2,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
4/13/2021,28,2,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
4/14/2021,28,3,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
4/14/2021,28,3,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
4/15/2021,28,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/15/2021,28,4,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
4/15/2021,28,4,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
4/16/2021,28,5,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
4/16/2021,28,5,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
4/16/2021,28,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/17/2021,28,6,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
4/17/2021,28,6,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
4/17/2021,28,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
4/18/2021,28,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/18/2021,28,7,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
4/18/2021,28,7,,coat,Long leather,Coats,410,Y,#b5525a,#9e4149,#812d33,#c3676d,#4f110b,
4/19/2021,29,1,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
