date,week,day,Brand,Sub_Category,Description,group,garmentId,new,hex1,hex2,hex3,hex4,hex5,sold
9/21/2021,51,2,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
9/21/2021,51,2,,vest,90s square neckline,Knit Tops,337,N,#9d9ba2,#8e8d94,#7d7b84,#adacb4,#605e65,
9/21/2021,51,2,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
9/22/2021,51,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
9/22/2021,51,3,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
9/23/2021,51,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
9/23/2021,51,4,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
9/23/2021,51,4,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
9/24/2021,51,5,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
9/24/2021,51,5,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
9/24/2021,51,5,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
9/24/2021,51,5,J. Crew,coat,Trench,Coats,409,N,#b1a28c,#a19280,#6a5e4f,#877969,#372d23,
9/25/2021,51,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
9/25/2021,51,6,,tee,O.K.,Knit Tops,341,Y,#706a58,#d9dbdf,#423e32,#b2afb1,#a93526,
9/25/2021,51,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
9/26/2021,51,7,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
9/26/2021,51,7,Pixie Market,dress,Open-back midi,Dresses,207,Y,#000102,#030305,#040609,#06080b,#0a0d11,
9/26/2021,51,7,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
9/26/2021,51,7,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
9/27/2021,52,1,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
9/27/2021,52,1,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
9/28/2021,52,2,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
9/28/2021,52,2,The Line By K,tee,Short sleeved wrap,Knit Tops,338,Y,#f9fafa,#eeeeee,#f4f4f4,#e0e0e0,#e5e5e5,
9/28/2021,52,2,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
9/28/2021,52,2,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
9/29/2021,52,3,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
9/29/2021,52,3,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
9/29/2021,52,3,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
9/30/2021,52,4,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
9/30/2021,52,4,Henrik Vibskov,sweater,Strawberry print,Sweaters & Sweatshirts,347,Y,#31662c,#214d1c,#030606,#7e8781,#ae3b42,
9/30/2021,52,4,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
9/30/2021,52,4,J. Crew,coat,Trench,Coats,409,N,#b1a28c,#a19280,#6a5e4f,#877969,#372d23,
10/1/2021,52,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/1/2021,52,5,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
10/1/2021,52,5,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
10/2/2021,52,6,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
10/2/2021,52,6,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
10/2/2021,52,6,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
10/2/2021,52,6,,jacket,Yak-wool long,Jackets,407,N,#0c030a,#411c3f,#671e28,#491011,#353057,
10/3/2021,52,7,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
10/3/2021,52,7,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
10/3/2021,52,7,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
10/3/2021,52,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/4/2021,53,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/4/2021,53,1,AllSaints,sweater,Cropped ribbed,Sweaters & Sweatshirts,346,Y,#230503,#290606,#170201,#050000,#2f0808,
10/4/2021,53,1,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
10/4/2021,53,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/5/2021,53,2,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
10/5/2021,53,2,Henrik Vibskov,sweater,Strawberry print,Sweaters & Sweatshirts,347,Y,#31662c,#214d1c,#030606,#7e8781,#ae3b42,
10/5/2021,53,2,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
10/5/2021,53,2,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/6/2021,53,3,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
10/6/2021,53,3,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
10/6/2021,53,3,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
10/6/2021,53,3,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
10/7/2021,53,4,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
10/7/2021,53,4,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
10/7/2021,53,4,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
10/8/2021,53,5,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
10/8/2021,53,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/9/2021,53,6,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
10/9/2021,53,6,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
10/9/2021,53,6,Stine Goya,sweater,Rainbow zig-zag,Sweaters & Sweatshirts,331,Y,#0a0808,#b86b2f,#213967,#dbc089,#e0b7aa,
10/10/2021,53,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/10/2021,53,7,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
10/10/2021,53,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/11/2021,54,1,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
10/11/2021,54,1,Henrik Vibskov,sweater,Strawberry print,Sweaters & Sweatshirts,347,Y,#31662c,#214d1c,#030606,#7e8781,#ae3b42,
10/11/2021,54,1,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
10/12/2021,54,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/12/2021,54,2,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
10/12/2021,54,2,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
10/13/2021,54,3,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
10/13/2021,54,3,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
10/14/2021,54,4,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
10/14/2021,54,4,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
10/14/2021,54,4,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
10/14/2021,54,4,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
10/15/2021,54,5,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
10/15/2021,54,5,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
10/15/2021,54,5,Stine Goya,sweater,Rainbow zig-zag,Sweaters & Sweatshirts,331,Y,#0a0808,#b86b2f,#213967,#dbc089,#e0b7aa,
10/16/2021,54,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/16/2021,54,6,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
10/16/2021,54,6,AllSaints,dress,Full-length slip,Dresses,208,Y,#250c0d,#281014,#230a0d,#180405,#030000,
10/16/2021,54,6,Yan Yan,top,Tweedle cropped,Knit Tops,332,Y,#5e4b47,#74615b,#595865,#757780,#dde35b,
10/16/2021,54,6,AllSaints,sweater,Cropped ribbed,Sweaters & Sweatshirts,346,Y,#230503,#290606,#170201,#050000,#2f0808,
10/17/2021,54,7,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
10/17/2021,54,7,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
10/17/2021,54,7,,tee,Running of the bulls,Knit Tops,335,N,#eceaea,#d56254,#dcd5d8,#5a5a5e,#bf5549,
10/17/2021,54,7,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
10/18/2021,55,1,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
10/18/2021,55,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/19/2021,55,2,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
10/19/2021,55,2,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
10/19/2021,55,2,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
10/19/2021,55,2,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/20/2021,55,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
10/20/2021,55,3,Henrik Vibskov,sweater,Strawberry print,Sweaters & Sweatshirts,347,Y,#31662c,#214d1c,#030606,#7e8781,#ae3b42,
10/20/2021,55,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/20/2021,55,3,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
10/21/2021,55,4,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
10/21/2021,55,4,Lisa Says Gah,dress,Cow-print midi,Dresses,202,Y,#965d34,#cbbfb3,#7e4720,#aea198,#51220a,
10/21/2021,55,4,Uniqlo,sweater,Ribbed turtleneck,Sweaters & Sweatshirts,315,N,#000001,#000002,#010203,#05060a,#020204,
10/21/2021,55,4,J. Crew,coat,Trench,Coats,409,N,#b1a28c,#a19280,#6a5e4f,#877969,#372d23,
10/22/2021,55,5,Kapital,jumpsuit,Embroidered denim,Rompers & Jumpsuits,203,N,#5c7387,#3e5569,#81919f,#8a9e78,#883b30,
10/22/2021,55,5,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
10/23/2021,55,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/23/2021,55,6,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
10/23/2021,55,6,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
10/24/2021,55,7,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
10/24/2021,55,7,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
10/24/2021,55,7,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
10/25/2021,56,1,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
10/25/2021,56,1,AllSaints,sweater,Cropped ribbed,Sweaters & Sweatshirts,346,Y,#230503,#290606,#170201,#050000,#2f0808,
10/25/2021,56,1,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
10/26/2021,56,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/26/2021,56,2,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
10/26/2021,56,2,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
10/27/2021,56,3,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
10/27/2021,56,3,Henrik Vibskov,sweater,Strawberry print,Sweaters & Sweatshirts,347,Y,#31662c,#214d1c,#030606,#7e8781,#ae3b42,
10/27/2021,56,3,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
10/28/2021,56,4,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
10/28/2021,56,4,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
10/28/2021,56,4,,tank,Ribbed ringer,Knit Tops,329,N,#a1bab3,#8ca49e,#708883,#2a473e,#e0e4e5,
10/29/2021,56,5,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
10/29/2021,56,5,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
10/29/2021,56,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
10/30/2021,56,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
10/30/2021,56,6,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
10/30/2021,56,6,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
10/31/2021,56,7,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
10/31/2021,56,7,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
10/31/2021,56,7,Stine Goya,sweater,Rainbow zig-zag,Sweaters & Sweatshirts,331,Y,#0a0808,#b86b2f,#213967,#dbc089,#e0b7aa,
11/1/2021,57,1,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
11/1/2021,57,1,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
11/1/2021,57,1,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
11/2/2021,57,2,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
11/2/2021,57,2,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/3/2021,57,3,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
11/3/2021,57,3,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
11/3/2021,57,3,Ganni,sweater,Smiley cardigan,Sweaters & Sweatshirts,348,Y,#949b68,#e7d792,#6a3226,#392822,#ebe8e3,
11/3/2021,57,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/4/2021,57,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
11/4/2021,57,4,AllSaints,sweater,Cropped ribbed,Sweaters & Sweatshirts,346,Y,#230503,#290606,#170201,#050000,#2f0808,
11/4/2021,57,4,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
11/4/2021,57,4,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/5/2021,57,5,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
11/5/2021,57,5,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
11/5/2021,57,5,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
11/5/2021,57,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/6/2021,57,6,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
11/6/2021,57,6,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
11/6/2021,57,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/7/2021,57,7,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
11/7/2021,57,7,Uniqlo,sweater,Ribbed turtleneck,Sweaters & Sweatshirts,315,N,#000001,#000002,#010203,#05060a,#020204,
11/7/2021,57,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/8/2021,58,1,Kapital,jumpsuit,Embroidered denim,Rompers & Jumpsuits,203,N,#5c7387,#3e5569,#81919f,#8a9e78,#883b30,
11/8/2021,58,1,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
11/9/2021,58,2,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
11/9/2021,58,2,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
11/9/2021,58,2,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
11/9/2021,58,2,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
11/10/2021,58,3,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
11/10/2021,58,3,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
11/10/2021,58,3,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
11/10/2021,58,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/11/2021,58,4,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
11/11/2021,58,4,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
11/11/2021,58,4,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
11/11/2021,58,4,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/12/2021,58,5,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
11/12/2021,58,5,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
11/12/2021,58,5,Scout,vest,Tailored,Woven Tops,340,Y,#4f4a4b,#686464,#807d7d,#302d30,#9b9794,
11/12/2021,58,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/13/2021,58,6,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
11/13/2021,58,6,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
11/13/2021,58,6,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
11/13/2021,58,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/14/2021,58,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
11/14/2021,58,7,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
11/14/2021,58,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/15/2021,59,1,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
11/15/2021,59,1,Henrik Vibskov,sweater,Strawberry print,Sweaters & Sweatshirts,347,Y,#31662c,#214d1c,#030606,#7e8781,#ae3b42,
11/16/2021,59,2,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/16/2021,59,2,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
11/16/2021,59,2,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
11/16/2021,59,2,Ganni,sweater,Smiley cardigan,Sweaters & Sweatshirts,348,Y,#949b68,#e7d792,#6a3226,#392822,#ebe8e3,
11/16/2021,59,2,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/17/2021,59,3,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
11/17/2021,59,3,Uniqlo,sweater,Ribbed turtleneck,Sweaters & Sweatshirts,315,N,#000001,#000002,#010203,#05060a,#020204,
11/18/2021,59,4,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
11/18/2021,59,4,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
11/18/2021,59,4,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
11/19/2021,59,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
11/19/2021,59,5,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
11/19/2021,59,5,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
11/20/2021,59,6,The Reformation,jeans,Cowboy,Jeans,116,Y,#233222,#293b27,#1e2a1c,#314330,#737c72,
11/20/2021,59,6,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
11/20/2021,59,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
11/21/2021,59,7,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
11/21/2021,59,7,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
