date,delay,distance,origin,destination
1201610,9,192,HOU,SAT
1201613,4,258,SAN,LAS
1201614,0,833,PHX,OKC
1201615,0,419,OKC,HOU
1201615,5,288,ALB,BWI
1201616,0,935,TUL,PHX
1201618,3,507,SLC,PHX
1201619,3,258,LAS,SAN
1201620,0,304,PHX,SAN
1201620,1,1020,HOU,PHX
1201620,2,296,SJC,BUR
1201620,5,287,BOI,GEG
1201625,0,451,TUS,LAX
1201625,10,361,OAK,ONT
1201625,16,580,ABQ,DAL
1201625,37,1825,LAS,CLE
1201625,8,663,JAX,BWI
1201626,30,611,BWI,MDW
1201628,21,189,AUS,DAL
1201628,8,303,HOU,MSY
1201629,27,471,BNA,MSY
1201630,6,236,LAS,LAX
1201630,8,239,HOU,DAL
1201633,0,178,FLL,MCO
1201633,0,803,ISP,BNA
1201635,13,925,BWI,FLL
1201635,33,303,MSY,HOU
1201635,5,437,MSY,DAL
1201635,9,192,SAT,HOU
1201636,25,341,AUS,LBB
1201639,30,178,MCO,FLL
1201639,61,283,BDL,BWI
1201640,0,677,ABQ,LAX
1201640,50,1546,HOU,RNO
1201642,16,550,MCO,MSY
1201642,34,616,MCO,BNA
1201644,13,1262,STL,PHX
1201644,4,1797,BNA,LAX
1201645,25,1188,PVD,FLL
1201645,75,1984,TPA,LAS
1201646,9,714,ELP,LAX
1201647,0,324,AMA,DAL
1201647,17,255,BWI,RDU
1201647,38,833,OKC,PHX
1201648,32,446,OAK,SAN
1201650,57,318,FLL,JAX
1201651,35,487,TPA,MSY
1201652,7,223,LAS,BUR
1201655,0,321,BHM,MSY
1201655,10,838,TPA,IND
1201655,30,395,BNA,MDW
1201657,32,1210,LAX,SAT
1201700,0,295,ELP,LBB
1201700,0,443,BNA,RDU
1201700,131,303,MSY,HOU
1201700,14,1552,MCO,ABQ
1201700,20,407,OAK,LAS
1201700,3,337,OAK,LAX
1201700,4,1093,FLL,ISP
1201703,23,972,TPA,SAT
1201704,86,237,TUL,DAL
1201705,0,397,SMF,LAS
1201705,0,718,ABQ,MCI
1201705,1,303,MSY,HOU
1201705,10,258,SAN,LAS
1201705,47,389,SMF,ONT
1201707,56,319,MAF,DAL
1201708,16,1864,BWI,SLC
1201710,0,550,MSY,MCO
1201710,0,570,HOU,BHM
1201710,7,148,HOU,AUS
1201712,0,1099,LAS,OMA
1201712,8,762,PDX,LAS
1201713,0,248,SAT,DAL
1201713,0,689,SLC,SEA
1201713,7,197,FLL,TPA
1201715,13,377,BWI,MHT
1201716,9,370,PHX,LAX
1201720,27,1671,PHX,DTW
1201720,3,588,BWI,BNA
1201725,10,181,DAL,OKC
1201725,15,251,MDW,STL
1201725,4,291,BOI,SLC
1201727,26,359,JAN,HOU
1201730,13,248,DAL,SAT
1201730,20,162,IND,MDW
1201732,20,284,MDW,CMH
1201735,0,271,SDF,MDW
1201735,4,671,SEA,OAK
1201737,14,229,IND,STL
1201738,8,220,ISP,BWI
1201740,0,1521,LAS,MDW
1201740,0,197,TPA,FLL
1201740,1,325,PHX,ONT
1201740,10,178,FLL,MCO
1201740,4,368,SLC,LAS
1201740,5,248,SAT,DAL
1201740,7,303,HOU,MSY
1201743,13,255,RDU,BWI
1201745,0,192,SAT,HOU
1201745,0,308,SJC,LAX
1201745,13,765,MDW,ISP
1201745,3,444,RNO,PDX
1201745,5,1588,BNA,LAS
1201750,0,177,BHM,BNA
1201750,25,457,BNA,DTW
1201750,31,283,BDL,BWI
1201754,34,303,MSY,HOU
1201755,3,677,LAX,ABQ
1201755,7,367,TUS,SAN
1201758,9,276,HOU,HRL
1201759,11,417,SJC,SAN
1201759,28,491,MCI,BNA
1201800,0,1599,MSY,SAN
1201800,0,256,LAS,PHX
1201800,0,303,MSY,HOU
1201800,15,967,BWI,MCI
1201800,31,295,LBB,ELP
1201800,8,673,MSY,FLL
1201805,1,325,OAK,BUR
1201805,43,328,BWI,PVD
1201805,5,440,STL,DTW
1201805,50,787,BWI,MCO
1201805,58,484,JAX,BNA
1201807,10,507,PHX,SLC
1201808,20,288,BWI,ALB
1201810,0,108,PVD,ISP
1201810,26,872,AUS,PHX
1201810,67,842,BWI,TPA
1201811,6,347,ELP,PHX
1201812,7,294,AUS,MAF
1201815,0,1034,TPA,ISP
1201815,5,197,LAS,ONT
1201815,71,842,MDW,PVD
1201816,0,229,DTW,MDW
1201818,14,337,LAX,OAK
1201818,20,304,SAN,PHX
1201820,0,437,MSY,DAL
1201820,0,612,TPA,BNA
1201820,50,328,PVD,BWI
1201820,60,283,BWI,BDL
1201821,9,370,PHX,LAX
1201823,0,369,PHX,BUR
1201825,0,666,HOU,MCI
1201825,10,1235,HOU,LAS
1201825,23,189,DAL,AUS
1201830,0,181,DAL,OKC
1201830,0,569,PDX,SJC
1201830,0,670,HOU,BNA
1201830,2,239,HOU,DAL
1201830,20,271,MDW,SDF
1201830,3,233,SAT,HRL
1201830,4,220,BWI,ISP
1201833,13,333,ONT,SJC
1201833,45,304,PHX,SAN
1201834,10,758,LAS,AMA
1201834,13,248,DAL,SAT
1201835,0,314,CLE,BWI
1201835,14,1073,PVD,MCO
1201835,20,256,PHX,LAS
1201836,7,1037,OMA,PHX
1201837,3,451,TUS,LAX
1201837,4,1069,LAS,SAT
1201838,27,162,MDW,IND
1201840,49,842,TPA,BWI
1201840,5,324,DAL,AMA
1201850,11,550,MCO,MSY
1201850,12,1140,LAS,MCI
1201850,2,358,SMF,BUR
1201852,4,1751,BNA,SAN
1201853,15,377,MHT,BWI
1201855,0,296,SJC,BUR
1201857,10,1448,BNA,PHX
1201859,5,1546,RNO,HOU
1201900,3,487,LAS,ABQ
1201900,38,417,SAN,SJC
1201905,1,345,RNO,LAS
1201905,1,507,PHX,SLC
1201905,10,843,SAT,PHX
1201905,18,345,LAS,RNO
1201905,3,373,SMF,LAX
1201905,63,178,MCO,FLL
1201906,9,256,LAS,PHX
1201910,5,236,LAS,LAX
1201915,0,1236,MCI,MHT
1201915,0,803,ISP,BNA
1201915,10,1020,HOU,PHX
1201918,10,370,PHX,LAX
1201919,68,1099,OMA,LAS
1201920,0,677,ABQ,LAX
1201923,5,189,AUS,DAL
1201923,71,236,LAS,LAX
1201924,16,283,BWI,BDL
1201925,0,1234,MCI,PVD
1201925,0,236,LAX,LAS
1201925,1,223,BUR,LAS
1201928,0,389,ONT,SMF
1201928,68,328,PVD,BWI
1201930,0,303,HOU,MSY
1201930,15,967,MCI,BWI
1201930,44,328,PVD,BWI
1201938,32,1072,MCI,MCO
1201939,14,793,BNA,FLL
1201940,8,496,SAT,ELP
1201945,75,1050,BDL,MCO
1201949,29,612,BNA,TPA
1201950,4,437,MSY,DAL
1201950,8,284,CMH,MDW
1201950,9,373,LAX,SMF
1201955,0,407,LAS,OAK
1202000,3,337,OAK,LAX
1202008,54,1501,LAS,MSY
1202012,4,368,LAS,SLC
1202015,0,822,BNA,SAT
1202015,3,1069,SAT,LAS
1202015,38,588,BWI,BNA
1202018,12,345,LAS,RNO
1202020,0,361,OAK,ONT
1202022,37,1188,FLL,PVD
1202025,0,677,HOU,ELP
1202025,6,397,LAS,SMF
1202030,0,410,STL,CMH
1202030,0,417,SJC,SAN
1202033,9,325,PHX,ONT
1202034,3,718,SDF,MCO
1202037,4,223,LAS,BUR
1202040,0,395,BNA,MDW
1202045,32,333,SJC,ONT
1202045,5,528,AUS,ELP
1202047,10,838,IND,TPA
1202050,0,480,SAN,SMF
1202050,28,787,BWI,MCO
1202054,2,677,LAX,ABQ
1202055,0,304,PHX,SAN
1202055,0,480,SMF,SAN
1202059,5,612,BNA,TPA
1202101,14,550,MCO,MSY
1202105,2,239,HOU,DAL
1202109,32,938,BNA,MHT
1202110,25,756,BNA,AUS
1202112,23,842,TPA,BWI
1202112,44,178,MCO,FLL
1202115,0,373,SMF,LAX
1202120,0,197,ONT,LAS
1202125,0,487,TPA,MSY
1202130,63,663,BWI,JAX
1202135,42,255,BWI,RDU
1202137,2,192,SAT,HOU
1202150,0,256,PHX,LAS
1202158,40,328,BWI,PVD
1202200,94,842,BWI,TPA
1202205,0,423,OMA,MDW
1202233,26,303,HOU,MSY
1210610,3,188,RNO,SJC
1210620,0,303,HOU,MSY
1210625,0,399,SEA,BOI
1210625,0,689,SLC,SEA
1210630,0,197,TPA,FLL
1210630,3,177,BHM,BNA
1210630,3,303,MSY,HOU
1210630,9,872,AUS,PHX
1210645,13,588,BWI,BNA
1210645,3,1959,OAK,BNA
1210650,0,938,MHT,BNA
1210650,5,550,MCO,MSY
1210655,5,1864,BWI,SLC
1210655,62,390,LAX,RNO
1210700,0,588,BNA,BWI
1210700,1,256,LAS,PHX
1210700,8,1140,LAS,MCI
1210705,5,365,JAX,BHM
1210710,11,612,TPA,BNA
1210710,68,1188,FLL,PVD
1210715,0,318,JAX,FLL
1210715,0,967,BWI,MCI
1210715,29,842,BWI,TPA
1210715,3,386,SJC,LAS
1210720,0,762,PDX,LAS
1210725,0,491,MCI,BNA
1210725,0,935,PHX,TUL
1210730,0,237,MCI,STL
1210730,14,787,BWI,MCO
1210730,3,443,BNA,RDU
1210730,8,288,ALB,BWI
1210732,0,632,RDU,MDW
1210740,0,437,MSY,DAL
1210740,7,365,TUS,LAS
1210745,25,446,OAK,SAN
1210750,8,587,TPA,RDU
1210755,0,236,LAS,LAX
1210755,0,276,HOU,HRL
1210755,0,321,BHM,MSY
1210755,5,487,LAS,ABQ
1210800,0,1162,RDU,AUS
1210800,0,671,SEA,OAK
1210800,3,1069,LAS,SAT
1210803,7,303,MSY,HOU
1210804,8,1448,PHX,BNA
1210805,0,848,HOU,MCO
1210805,1,314,BWI,CLE
1210805,5,1073,ALB,MCO
1210805,52,419,HOU,OKC
1210806,44,345,RNO,LAS
1210807,2,457,BNA,DTW
1210810,0,389,SMF,ONT
1210810,3,256,LAS,PHX
1210810,3,328,ABQ,PHX
1210815,0,405,MDW,MCI
1210815,10,1020,HOU,PHX
1210815,37,1407,BWI,SAT
1210817,17,1037,PHX,OMA
1210819,3,1999,PHX,BWI
1210820,0,550,MCO,MSY
1210820,20,588,BWI,BNA
1210825,2,1044,PHX,MCI
1210825,2,1588,LAS,BNA
1210825,20,335,BOI,RNO
1210825,26,1814,LAX,IND
1210830,0,370,LAX,PHX
1210831,26,345,LAS,RNO
1210835,0,611,MDW,BWI
1210840,0,479,PDX,SMF
1210840,0,480,SAN,SMF
1210840,1,1069,SAT,LAS
1210840,5,180,RNO,OAK
1210840,5,224,GEG,SEA
1210845,0,142,MCO,PBI
1210848,14,361,OAK,ONT
1210852,15,377,BWI,MHT
1210855,0,395,MDW,BNA
1210855,0,480,SMF,SAN
1210855,5,838,MDW,MHT
1210855,8,308,SJC,LAX
1210900,0,361,OAK,ONT
1210900,32,520,BOI,LAS
1210905,25,368,SLC,LAS
1210905,3,370,LAX,PHX
1210905,3,444,PDX,RNO
1210905,4,528,AUS,ELP
1210909,0,759,HOU,ABQ
1210910,0,1442,SMF,MCI
1210910,0,616,BNA,MCO
1210910,5,371,OAK,SNA
1210910,5,390,RNO,LAX
1210915,0,829,CMH,TPA
1210917,4,337,LAX,OAK
1210920,0,758,PBI,BNA
1210920,57,335,RNO,BOI
1210920,7,446,OAK,SAN
1210922,0,440,DTW,STL
1210925,16,281,BWI,BUF
1210925,5,358,SMF,BUR
1210927,38,313,OKC,MCI
1210930,0,1751,BNA,ONT
1210930,0,239,HOU,DAL
1210930,0,405,MCI,MDW
1210930,5,787,BWI,MCO
1210931,15,304,SAN,PHX
1210935,0,188,RNO,SJC
1210935,5,303,MSY,HOU
1210935,7,647,SMF,PHX
1210938,12,588,BWI,BNA
1210940,0,1489,MCI,OAK
1210940,15,687,HOU,STL
1210940,20,907,BNA,PVD
1210940,8,632,RDU,MDW
1210945,10,1772,LAS,CMH
1210945,26,1069,LAS,SAT
1210945,5,663,BWI,JAX
1210947,14,1977,BNA,SEA
1210948,14,1448,PHX,BNA
1210950,0,1501,MSY,LAS
1210950,0,289,ABQ,LBB
1210950,0,296,SJC,BUR
1210950,0,325,ONT,PHX
1210950,10,723,GEG,OAK
1210950,15,236,LAX,LAS
1210950,5,787,MCO,BWI
1210950,8,1588,LAS,BNA
1210953,3,462,OKC,STL
1210955,0,291,SLC,BOI
1210957,20,471,BNA,MSY
1211000,0,229,MDW,DTW
1211000,0,630,SLC,PDX
1211000,10,370,LAX,PHX
1211000,3,223,BUR,LAS
1211000,5,605,SEA,SMF
1211000,6,727,SDF,TPA
1211000,7,1521,LAS,MDW
1211004,40,2106,LAS,BWI
1211005,8,441,HOU,MAF
1211010,0,223,TUL,MCI
1211010,0,237,MCI,STL
1211010,1,588,SLC,OAK
1211010,13,197,LAS,ONT
1211010,15,342,SJC,SNA
1211010,4,569,PDX,SJC
1211010,5,361,OAK,ONT
1211014,0,636,SAN,ELP
1211015,27,180,RNO,OAK
1211015,4,187,HOU,CRP
1211015,5,611,BWI,MDW
1211015,8,386,SJC,LAS
1211020,0,833,PHX,OKC
1211020,27,775,LAS,LBB
1211020,6,1099,LAS,OMA
1211025,15,197,TPA,FLL
1211025,3,480,SMF,SAN
1211025,5,1040,MCO,SAT
1211030,0,389,SMF,ONT
1211030,1,328,PHX,ABQ
1211030,18,422,SLC,RNO
1211032,9,397,SMF,LAS
1211033,3,337,OAK,LAX
1211035,0,1363,LAX,MCI
1211035,0,224,GEG,SEA
1211035,0,564,SEA,RNO
1211035,14,1262,PHX,STL
1211035,5,370,PHX,LAX
1211035,6,180,RNO,OAK
1211037,0,1262,STL,PHX
1211039,5,304,SAN,PHX
1211040,0,447,SFO,SAN
1211040,0,708,IND,MSY
1211040,0,997,TPA,MDW
1211040,10,889,OAK,ABQ
1211041,82,283,BDL,BWI
1211042,27,256,LAS,PHX
1211042,8,612,BNA,TPA
1211044,38,365,LAS,TUS
1211045,0,258,SAN,LAS
1211045,0,276,HOU,HRL
1211045,1,758,BNA,PBI
1211045,21,1140,MCI,LAS
1211045,4,325,OAK,BUR
1211045,4,373,LAX,SMF
1211046,16,377,MHT,BWI
1211047,8,370,LAX,PHX
1211050,0,333,SJC,ONT
1211050,0,919,SLC,MCI
1211050,8,345,RNO,LAS
1211055,0,148,HOU,AUS
1211055,0,236,LAX,LAS
1211055,0,288,BWI,ALB
1211055,0,714,LAX,ELP
1211055,4,460,BHM,TPA
1211055,4,866,SEA,LAS
1211100,66,520,LAS,BOI
1211104,22,787,BWI,MCO
1211105,35,883,BWI,PBI
1211110,4,611,MDW,BWI
1211110,5,368,LAS,SLC
1211112,0,369,BUR,PHX
1211113,8,180,RNO,OAK
1211115,28,611,BWI,MDW
1211115,5,248,SAT,DAL
1211115,5,677,HOU,ELP
1211117,12,1246,BWI,HOU
1211120,11,325,OAK,BUR
1211120,3,359,HOU,JAN
1211120,4,217,DAL,IAH
1211125,0,405,MCI,MDW
1211125,5,543,PDX,OAK
1211129,13,444,PDX,RNO
1211130,0,148,HOU,AUS
1211130,0,307,MDW,CLE
1211130,0,325,PHX,ONT
1211130,15,934,ABQ,STL
1211130,22,337,OAK,LAX
1211130,29,451,LAX,TUS
1211130,3,584,LAS,ELP
1211130,4,588,OAK,SLC
1211130,44,287,BOI,GEG
1211133,16,197,ONT,LAS
1211133,9,399,BOI,SEA
1211135,0,284,MDW,CMH
1211135,0,368,SLC,LAS
1211135,1,671,SEA,OAK
1211135,3,236,LAS,LAX
1211138,0,370,LAX,PHX
1211139,0,647,PHX,SMF
1211140,0,258,LAS,SAN
1211140,12,787,MCO,BWI
1211140,14,342,STL,OMA
1211140,7,296,SJC,BUR
1211140,8,251,STL,MDW
1211145,0,314,BWI,CLE
1211145,2,319,MAF,DAL
1211145,30,358,BUR,SMF
1211145,5,288,BWI,ALB
1211145,5,723,OAK,GEG
1211145,6,328,PHX,ABQ
1211150,0,417,SJC,SAN
1211150,18,197,FLL,TPA
1211150,25,491,BNA,MCI
1211150,3,1156,SLC,STL
1211152,49,287,GEG,BOI
1211154,17,397,LAS,SMF
1211154,17,471,MSY,BNA
1211155,0,605,SMF,SEA
1211155,13,1073,MCO,ALB
1211155,17,283,BWI,BDL
1211200,0,324,DAL,AMA
1211200,10,848,MCO,HOU
1211200,15,371,OAK,SNA
1211200,2,303,HOU,MSY
1211200,20,371,SNA,OAK
1211200,25,1407,SAT,BWI
1211200,3,188,RNO,SJC
1211203,3,277,ABQ,AMA
1211203,8,677,LAX,ABQ
1211205,0,337,OAK,LAX
1211205,0,393,HOU,LIT
1211205,20,407,OAK,LAS
1211205,3,162,IND,MDW
1211205,3,303,MSY,HOU
1211205,7,347,PHX,ELP
1211207,19,423,OMA,MDW
1211207,25,1444,PHX,MDW
1211209,21,1999,PHX,BWI
1211209,83,1050,BDL,MCO
1211210,0,223,BUR,LAS
1211210,10,697,SEA,SJC
1211210,13,495,BWI,SDF
1211210,20,967,BWI,MCI
1211210,8,325,ONT,PHX
1211212,0,1235,HOU,LAS
1211212,6,236,LAS,LAX
1211213,0,689,SEA,SLC
1211213,11,1140,LAS,MCI
1211214,8,737,BWI,STL
1211215,0,1671,LAX,MSY
1211215,0,718,ABQ,MCI
1211215,0,938,MHT,BNA
1211215,3,258,SAN,LAS
1211215,3,279,PDX,GEG
1211215,4,616,BNA,MCO
1211215,5,389,SMF,ONT
1211216,12,345,RNO,LAS
1211217,55,368,LAS,SLC
1211218,15,663,BWI,JAX
1211220,0,187,HOU,CRP
1211220,0,496,ELP,SAT
1211220,13,373,SMF,LAX
1211220,6,296,SJC,BUR
1211220,7,256,PHX,LAS
1211220,9,377,BWI,MHT
1211221,13,1069,LAS,SAT
1211221,26,1044,PHX,MCI
1211222,6,197,LAS,ONT
1211222,9,258,LAS,SAN
1211224,5,397,LAS,SMF
1211225,12,1099,LAS,OMA
1211225,23,397,SMF,LAS
1211225,5,361,OAK,ONT
1211227,14,325,OAK,BUR
1211229,7,407,LAS,OAK
1211230,0,189,DAL,AUS
1211230,0,236,LAX,LAS
1211230,20,852,BDL,BNA
1211230,3,342,SJC,SNA
1211232,14,197,ONT,LAS
1211233,92,925,BWI,FLL
1211235,0,229,STL,IND
1211235,0,248,SAT,DAL
1211235,0,370,LAX,PHX
1211235,0,611,BWI,MDW
1211235,2,189,AUS,DAL
1211235,3,803,BNA,ISP
1211237,10,480,SMF,SAN
1211237,12,255,BWI,RDU
1211240,0,479,PDX,SMF
1211240,0,843,SAT,PHX
1211240,11,347,ELP,PHX
1211240,2,601,RNO,PHX
1211240,32,842,PVD,MDW
1211240,8,395,MDW,BNA
1211244,28,328,BWI,PVD
1211245,5,446,OAK,SAN
1211248,12,345,LAS,RNO
1211248,22,236,LAS,LAX
1211248,43,588,BWI,BNA
1211250,1,276,HOU,HRL
1211252,17,423,MDW,OMA
1211253,18,256,LAS,PHX
1211258,28,708,MSY,IND
1211300,2,189,DAL,AUS
1211300,4,361,OAK,ONT
1211302,2,447,SFO,SAN
1211308,10,345,RNO,LAS
1211308,16,308,SJC,LAX
1211309,10,647,SMF,PHX
1211310,22,358,SMF,BUR
1211312,48,935,PHX,TUL
1211312,6,869,TPA,STL
1211312,8,632,MDW,RDU
1211312,9,386,SJC,LAS
1211313,11,342,OMA,STL
1211314,7,369,PHX,BUR
1211315,0,223,LAS,BUR
1211315,0,338,BNA,CMH
1211315,17,303,MSY,HOU
1211315,3,1164,SAN,AUS
1211315,65,1262,PHX,STL
1211317,19,370,PHX,LAX
1211317,4,370,LAX,PHX
1211318,19,590,LAX,SLC
1211318,8,328,ABQ,PHX
1211320,19,178,MCO,FLL
1211320,5,737,STL,BWI
1211320,50,803,ISP,BNA
1211320,6,389,SMF,ONT
1211320,8,507,PHX,SLC
1211322,15,239,DAL,HOU
1211322,47,1142,MCO,MHT
1211323,38,367,TUS,SAN
1211323,6,181,DAL,OKC
1211325,1,448,BNA,CLE
1211325,10,224,GEG,SEA
1211325,13,258,SAN,LAS
1211325,18,333,SJC,ONT
1211325,22,1136,PHX,LIT
1211325,3,646,OAK,PHX
1211327,0,236,LAX,LAS
1211328,10,1489,SEA,MCI
1211330,28,328,PVD,BWI
1211331,5,487,MSY,TPA
1211332,12,220,ISP,BWI
1211333,0,281,BWI,BUF
1211333,20,588,BNA,BWI
1211335,0,224,SEA,GEG
1211335,0,337,OAK,LAX
1211335,0,671,OAK,SEA
1211335,28,256,PHX,LAS
1211335,43,283,BDL,BWI
1211335,6,588,BWI,BNA
1211337,0,174,TPA,PBI
1211338,120,108,PVD,ISP
1211339,6,237,MCI,STL
1211340,18,480,SMF,SAN
1211340,2,689,SLC,SEA
1211340,6,417,SJC,SAN
1211340,76,587,RDU,TPA
1211341,0,407,LAS,OAK
1211342,5,229,MDW,DTW
1211343,10,325,OAK,BUR
1211344,3,417,SAN,SJC
1211344,30,307,MDW,CLE
1211344,53,180,TPA,JAX
1211345,0,293,DAL,LBB
1211345,5,562,ELP,DAL
1211345,9,373,SMF,LAX
1211346,65,344,BOI,PDX
1211348,10,197,TPA,FLL
1211349,8,256,LAS,PHX
1211350,0,296,DAL,LIT
1211350,0,611,MDW,BWI
1211350,19,1999,PHX,BWI
1211350,19,550,MCO,MSY
1211350,27,371,OAK,SNA
1211350,8,368,LAS,SLC
1211351,17,342,SNA,SJC
1211352,11,361,ONT,OAK
1211353,4,328,PHX,ABQ
1211354,7,337,LAX,OAK
1211354,9,223,BUR,LAS
1211355,0,1489,OAK,MCI
1211355,2,189,AUS,DAL
1211355,25,487,LAS,ABQ
1211355,3,248,SAT,DAL
1211355,3,829,CMH,TPA
1211357,28,1020,HOU,PHX
1211357,34,758,PBI,BNA
1211358,37,756,BNA,AUS
1211358,9,335,RNO,BOI
1211359,32,279,GEG,PDX
1211400,0,325,ONT,PHX
1211400,20,325,BUR,OAK
1211400,5,534,RDU,MCO
1211400,5,869,STL,TPA
1211400,7,377,MHT,BWI
1211402,8,358,BUR,SMF
1211403,40,304,SAN,PHX
1211405,0,1166,MDW,FLL
1211405,0,616,MCO,BNA
1211405,10,314,CLE,BWI
1211405,2,304,PHX,SAN
1211405,30,2106,LAS,BWI
1211405,8,192,HOU,SAT
1211408,3,1333,SAN,MCI
1211409,139,1363,MCI,LAX
1211409,42,335,BOI,RNO
1211410,0,148,AUS,HOU
1211410,13,511,OAK,BOI
1211410,2,480,SMF,SAN
1211410,25,258,LAS,SAN
1211410,7,1363,LAX,MCI
1211413,12,332,ABQ,MAF
1211413,31,1037,PHX,OMA
1211413,5,337,OAK,LAX
1211414,12,397,SMF,LAS
1211415,0,1342,AUS,BWI
1211415,0,1751,SAN,BNA
1211415,0,371,SNA,OAK
1211415,0,457,BNA,DTW
1211415,10,1489,PHX,IND
1211415,13,239,HOU,DAL
1211415,2,373,LAX,SMF
1211417,0,423,OMA,MDW
1211418,22,491,MCI,BNA
1211419,4,543,PDX,OAK
1211420,10,283,BWI,BDL
1211420,24,1301,MSY,PHX
1211421,12,444,RNO,PDX
1211423,20,714,LAX,ELP
1211423,43,611,BWI,MDW
1211424,4,651,PHX,SFO
1211424,69,344,PDX,BOI
1211425,0,405,MCI,MDW
1211425,14,187,HOU,CRP
1211426,25,224,GEG,SEA
1211429,52,495,BWI,SDF
1211429,7,628,SAN,ABQ
1211430,0,255,RDU,BWI
1211430,121,1137,PVD,TPA
1211430,14,284,MDW,CMH
1211430,2,370,PHX,LAX
1211430,3,358,SMF,BUR
1211430,4,447,SFO,SAN
1211430,5,177,BNA,BHM
1211431,9,236,LAX,LAS
1211435,0,239,HOU,DAL
1211435,0,303,HOU,MSY
1211435,16,616,BNA,MCO
1211435,42,1107,PHX,SEA
1211435,45,451,LAX,TUS
1211435,8,181,OKC,DAL
1211438,5,507,SLC,PHX
1211439,18,405,MDW,MCI
1211439,41,390,RNO,LAX
1211440,0,479,PDX,SMF
1211440,10,621,PHX,SJC
1211440,24,318,JAX,FLL
1211440,24,496,SAT,ELP
1211440,26,296,BUR,SJC
1211440,3,304,SAN,PHX
1211440,30,328,BWI,PVD
1211440,4,325,OAK,BUR
1211440,54,907,PVD,BNA
1211440,6,687,STL,HOU
1211440,8,852,BNA,BDL
1211442,23,341,LBB,AUS
1211445,0,276,HOU,HRL
1211445,22,258,LAS,SAN
1211445,7,1073,ALB,MCO
1211449,7,1448,BNA,PHX
1211450,20,671,SEA,OAK
1211451,0,345,LAS,RNO
1211451,18,304,PHX,SAN
1211453,56,328,PVD,BWI
1211455,16,197,LAS,ONT
1211455,24,328,PHX,ABQ
1211455,62,368,SLC,LAS
1211455,9,758,BNA,PBI
1211457,18,1246,HOU,BWI
1211458,144,1093,ISP,FLL
1211459,17,303,MSY,HOU
1211459,19,370,LAX,PHX
1211500,0,197,ONT,LAS
1211500,0,239,DAL,HOU
1211500,0,407,LAS,OAK
1211500,0,714,ELP,LAX
1211500,1,239,HOU,DAL
1211500,3,148,HOU,AUS
1211500,39,670,BNA,HOU
1211500,5,688,JAX,IND
1211500,6,223,LAS,BUR
1211501,14,288,BWI,ALB
1211502,20,369,PHX,BUR
1211504,27,1588,LAS,BNA
1211505,2,550,MSY,MCO
1211505,7,605,SEA,SMF
1211507,5,192,SAT,HOU
1211508,20,308,SJC,LAX
1211508,8,337,OAK,LAX
1211510,0,1670,ABQ,BWI
1211510,1,296,LIT,DAL
1211510,10,333,ONT,SJC
1211510,16,223,BUR,LAS
1211510,3,197,FLL,TPA
1211510,6,365,LAS,TUS
1211511,0,281,BUF,BWI
1211513,4,328,ABQ,PHX
1211514,20,487,LAS,ABQ
1211515,1,187,HOU,CRP
1211515,12,677,HOU,ELP
1211515,14,325,OAK,BUR
1211515,20,279,GEG,PDX
1211516,7,293,LBB,DAL
1211519,5,584,ELP,LAS
1211520,0,453,HOU,TUL
1211520,2,368,SLC,LAS
1211520,3,843,SAT,PHX
1211520,32,859,JAX,ISP
1211520,64,842,BWI,TPA
1211520,7,291,SLC,BOI
1211520,8,188,SJC,RNO
1211521,6,386,LAS,SJC
1211522,2,671,OAK,SEA
1211523,18,370,PHX,LAX
1211523,8,446,SAN,OAK
1211525,32,938,BNA,MHT
1211525,5,308,SJC,LAX
1211525,5,324,DAL,AMA
1211527,34,342,SJC,SNA
1211528,0,480,SAN,SMF
1211528,8,345,RNO,LAS
1211530,0,405,MCI,MDW
1211530,21,142,MCO,PBI
1211530,30,361,OAK,ONT
1211530,31,220,BWI,ISP
1211532,15,377,BWI,MHT
1211533,13,843,PHX,SAT
1211534,18,373,SMF,LAX
1211535,14,447,SAN,SFO
1211535,5,1521,MDW,LAS
1211535,5,796,MAF,LAS
1211535,9,321,BHM,MSY
1211536,27,446,OAK,SAN
1211536,51,1034,ISP,TPA
1211537,4,239,HOU,DAL
1211537,46,569,PDX,SJC
1211538,0,239,DAL,HOU
1211539,34,570,MDW,BHM
1211539,68,178,FLL,MCO
1211540,20,342,SNA,SJC
1211540,6,405,MDW,MCI
1211540,63,888,BWI,JAN
1211542,4,370,LAX,PHX
1211542,8,256,LAS,PHX
1211542,9,515,IND,BWI
1211543,10,1912,PHX,BUF
1211544,14,369,BUR,PHX
1211544,64,236,LAS,LAX
1211545,25,314,BWI,CLE
1211545,3,181,DAL,OKC
1211545,6,217,DAL,IAH
1211548,46,410,STL,CMH
1211550,0,319,DAL,MAF
1211550,0,440,STL,DTW
1211550,102,682,BWI,BHM
1211550,2,407,OAK,LAS
1211550,2,447,SFO,SAN
1211550,21,564,SEA,RNO
1211550,39,284,CMH,MDW
1211550,4,307,MDW,CLE
1211550,4,448,BNA,CLE
1211550,70,1050,MCO,BDL
1211551,11,258,LAS,SAN
1211551,13,224,SEA,GEG
1211553,25,1044,PHX,MCI
1211553,9,148,AUS,HOU
1211555,1,237,DAL,TUL
1211555,1,325,OAK,BUR
1211555,12,236,LAX,LAS
1211555,12,328,PHX,ABQ
1211555,17,2277,PHX,PVD
