date,delay,distance,origin,destination
1011810,22,714,LAX,ELP
1011810,35,325,PHX,ONT
1011810,4,293,LBB,DAL
1011811,11,239,HOU,DAL
1011812,12,304,SAN,PHX
1011813,13,303,MSY,HOU
1011813,4,407,OAK,LAS
1011814,11,405,MDW,MCI
1011815,0,229,DTW,MDW
1011815,29,872,AUS,PHX
1011815,39,258,SAN,LAS
1011815,5,446,SAN,OAK
1011815,6,651,PHX,SFO
1011817,0,371,OAK,SNA
1011817,29,1136,LIT,PHX
1011818,24,308,LAX,SJC
1011818,31,236,LAX,LAS
1011818,6,192,HOU,SAT
1011820,10,688,IND,JAX
1011820,19,321,MSY,BHM
1011820,25,358,SMF,BUR
1011820,3,192,SAT,HOU
1011820,30,507,PHX,SLC
1011820,7,612,TPA,BNA
1011821,8,446,OAK,SAN
1011824,20,239,DAL,HOU
1011824,40,229,MDW,DTW
1011824,56,337,OAK,LAX
1011825,0,371,SNA,OAK
1011825,8,181,DAL,OKC
1011826,14,314,CLE,BWI
1011828,13,333,ONT,SJC
1011829,6,369,PHX,BUR
1011830,0,239,DAL,HOU
1011830,13,256,PHX,LAS
1011830,2,337,OAK,LAX
1011833,7,447,SAN,SFO
1011835,0,197,ONT,LAS
1011835,0,670,BNA,HOU
1011835,10,1363,LAX,MCI
1011838,14,189,AUS,DAL
1011838,21,324,DAL,AMA
1011838,4,237,DAL,TUL
1011840,10,1235,HOU,LAS
1011840,22,217,DAL,IAH
1011840,33,325,OAK,BUR
1011841,28,370,PHX,LAX
1011841,5,395,MDW,BNA
1011843,7,220,BWI,ISP
1011844,0,258,SAN,LAS
1011845,26,605,SMF,SEA
1011845,27,1959,BNA,OAK
1011845,29,233,SAT,HRL
1011845,32,417,SAN,SJC
1011845,40,447,SFO,SAN
1011848,23,325,ONT,PHX
1011849,7,480,SMF,SAN
1011850,10,405,MCI,MDW
1011850,17,328,PHX,ABQ
1011850,3,328,ABQ,PHX
1011850,7,1140,MCI,LAS
1011850,8,616,BNA,MCO
1011851,1,842,TPA,BWI
1011852,13,611,MDW,BWI
1011852,54,337,OAK,LAX
1011853,16,407,LAS,OAK
1011853,49,370,LAX,PHX
1011854,20,335,RNO,BOI
1011855,0,304,PHX,SAN
1011855,12,345,LAS,RNO
1011855,15,451,LAX,TUS
1011855,3,328,BWI,PVD
1011855,43,484,BNA,JAX
1011856,13,1140,LAS,MCI
1011856,8,358,SMF,BUR
1011857,24,1591,LAS,IND
1011858,19,543,OAK,PDX
1011859,28,550,MCO,MSY
1011900,0,1156,STL,SLC
1011900,10,1073,PVD,MCO
1011900,25,689,SEA,SLC
1011900,27,370,LAX,PHX
1011900,45,197,LAS,ONT
1011900,9,328,PVD,BWI
1011901,35,236,LAX,LAS
1011902,37,279,GEG,PDX
1011902,9,687,STL,HOU
1011903,30,1069,LAS,SAT
1011905,0,233,HRL,SAT
1011905,0,829,TPA,CMH
1011905,17,1020,HOU,PHX
1011905,18,888,JAN,BWI
1011905,28,671,SEA,OAK
1011905,30,590,SLC,LAX
1011905,7,223,LAS,BUR
1011906,0,239,HOU,DAL
1011907,10,852,BNA,BDL
1011907,11,296,SJC,BUR
1011907,36,332,MAF,ABQ
1011908,18,248,DAL,SAT
1011908,2,296,LIT,STL
1011908,4,325,BUR,OAK
1011910,10,342,SJC,SNA
1011910,14,670,HOU,BNA
1011910,3,562,DAL,ELP
1011910,3,843,SAT,PHX
1011910,5,314,BWI,CLE
1011910,6,405,MCI,MDW
1011911,10,296,DAL,LIT
1011913,3,682,BHM,BWI
1011915,10,493,ABQ,SLC
1011915,53,405,MCI,MDW
1011916,20,677,ABQ,LAX
1011917,3,663,JAX,BWI
1011919,13,347,PHX,ELP
1011920,0,293,LBB,DAL
1011920,15,307,MDW,CLE
1011920,56,666,HOU,MCI
1011920,9,319,DAL,MAF
1011921,90,325,ONT,PHX
1011922,7,443,BNA,RDU
1011923,49,451,TUS,LAX
1011923,8,178,FLL,MCO
1011924,35,422,SLC,RNO
1011925,0,793,BNA,FLL
1011925,13,180,OAK,RNO
1011925,2,1262,STL,PHX
1011925,25,223,ABQ,ELP
1011925,41,373,SMF,LAX
1011928,19,1236,MCI,MHT
1011928,7,612,BNA,TPA
1011929,2,417,SAN,SJC
1011930,4,197,FLL,TPA
1011932,13,328,PVD,BWI
1011933,15,276,HOU,HRL
1011933,21,236,LAS,LAX
1011933,39,337,OAK,LAX
1011935,17,677,HOU,ELP
1011935,33,237,MCI,STL
1011935,8,271,MDW,SDF
1011936,21,611,BWI,MDW
1011938,13,189,DAL,AUS
1011938,35,337,LAX,OAK
1011939,21,256,LAS,PHX
1011940,25,368,SLC,LAS
1011940,30,1234,MCI,PVD
1011940,34,325,OAK,BUR
1011940,35,487,LAS,ABQ
1011941,6,258,LAS,SAN
1011942,10,395,BNA,MDW
1011942,50,303,HOU,MSY
1011943,0,588,BWI,BNA
1011943,5,377,BWI,MHT
1011945,0,1166,FLL,MDW
1011945,1,777,MDW,BDL
1011945,10,647,PHX,SMF
1011945,27,358,BUR,SMF
1011947,25,236,LAX,LAS
1011948,18,967,MCI,BWI
1011950,14,1090,LAS,AUS
1011950,6,758,LAS,AMA
1011953,15,361,OAK,ONT
1011954,25,323,BHM,SDF
1011954,6,1444,PHX,MDW
1011955,13,296,SJC,BUR
1011955,5,342,SNA,SJC
1011957,17,543,PDX,OAK
1011958,20,993,AUS,MCO
1012000,0,108,ISP,PVD
1012000,22,314,CLE,BWI
1012000,40,223,BUR,LAS
1012002,61,370,LAX,PHX
1012003,5,447,SAN,SFO
1012005,0,714,ELP,LAX
1012005,18,587,RDU,TPA
1012005,3,714,LAX,ELP
1012007,13,1140,LAS,MCI
1012007,14,236,LAS,LAX
1012007,2,337,OAK,LAX
1012007,4,347,ELP,PHX
1012007,40,389,ONT,SMF
1012009,63,370,PHX,LAX
1012010,10,407,LAS,OAK
1012011,17,1363,MCI,LAX
1012011,36,256,PHX,LAS
1012012,24,276,HRL,HOU
1012012,8,487,ABQ,LAS
1012015,0,223,BUR,LAS
1012015,10,180,JAX,TPA
1012015,18,419,HOU,OKC
1012018,9,345,LAS,RNO
1012020,0,293,DAL,LBB
1012020,0,361,OAK,ONT
1012020,0,443,RDU,BNA
1012020,10,397,LAS,SMF
1012020,32,444,RNO,PDX
1012020,42,546,SLC,GEG
1012020,50,373,LAX,SMF
1012020,55,308,LAX,SJC
1012021,1,399,BOI,SEA
1012021,12,447,SFO,SAN
1012022,35,437,MSY,DAL
1012024,17,822,BNA,SAT
1012024,23,236,LAX,LAS
1012025,10,938,BNA,MHT
1012025,15,358,BUR,SMF
1012025,40,248,SAT,DAL
1012026,0,564,RNO,SEA
1012027,14,325,BUR,OAK
1012028,35,344,PDX,BOI
1012028,5,866,LAS,SEA
1012030,0,307,CLE,MDW
1012030,0,787,BWI,MCO
1012030,25,365,LAS,TUS
1012030,6,223,LAS,BUR
1012035,29,258,LAS,SAN
1012035,5,178,MCO,FLL
1012035,5,663,BWI,JAX
1012036,25,496,ELP,SAT
1012036,40,495,BWI,SDF
1012036,5,303,MSY,HOU
1012037,8,843,PHX,SAT
1012038,12,188,RNO,SJC
1012038,34,368,LAS,SLC
1012040,37,337,LAX,OAK
1012040,5,239,HOU,DAL
1012045,0,756,BNA,AUS
1012045,0,842,TPA,BWI
1012045,8,325,PHX,ONT
1012045,8,342,SNA,SJC
1012048,35,229,DTW,MDW
1012050,0,373,SMF,LAX
1012050,12,359,HOU,JAN
1012050,13,307,MDW,CLE
1012050,15,562,ELP,DAL
1012050,2,612,BNA,TPA
1012050,5,229,DTW,MDW
1012053,44,229,MDW,DTW
1012054,16,279,PDX,GEG
1012054,20,224,SEA,GEG
1012055,17,630,SLC,PDX
1012057,31,507,PHX,SLC
1012058,3,229,MDW,DTW
1012100,22,646,OAK,PHX
1012100,52,239,HOU,DAL
1012100,6,399,SEA,BOI
1012102,27,296,BUR,SJC
1012102,44,370,PHX,LAX
1012105,10,417,SAN,SJC
1012105,32,616,MCO,BNA
1012107,7,601,PHX,RNO
1012108,14,377,BWI,MHT
1012109,21,256,LAS,PHX
1012110,14,197,LAS,ONT
1012110,16,443,BNA,RDU
1012110,22,287,BOI,GEG
1012110,36,410,STL,CMH
1012115,0,677,ELP,HOU
1012115,1,328,BWI,PVD
1012115,7,187,HOU,CRP
1012116,20,621,PHX,SJC
1012117,20,246,ELP,MAF
1012117,20,389,SMF,ONT
1012120,0,197,ONT,LAS
1012120,2,303,MSY,HOU
1012120,4,178,MCO,FLL
1012121,38,671,OAK,SEA
1012121,69,308,LAX,SJC
1012122,13,148,HOU,AUS
1012124,47,236,LAX,LAS
1012125,0,368,LAS,SLC
1012125,14,487,TPA,MSY
1012125,23,188,SJC,RNO
1012125,29,670,HOU,BNA
1012126,25,370,LAX,PHX
1012127,17,451,MCI,IND
1012127,20,223,LAS,BUR
1012128,39,296,DAL,LIT
1012128,45,318,JAX,FLL
1012130,10,308,SJC,LAX
1012130,4,487,LAS,ABQ
1012132,52,224,GEG,SEA
1012133,2,1020,PHX,HOU
1012135,0,588,BNA,BWI
1012135,50,337,OAK,LAX
1012138,12,236,LAS,LAX
1012140,0,239,DAL,HOU
1012140,2,229,STL,IND
1012140,58,590,LAX,SLC
1012140,8,192,SAT,HOU
1012141,64,337,LAX,OAK
1012142,10,313,OKC,MCI
1012144,11,337,LAX,OAK
1012145,3,291,SLC,BOI
1012145,32,325,PHX,ONT
1012145,50,569,SJC,PDX
1012145,62,833,PHX,OKC
1012145,78,1044,PHX,MCI
1012147,3,236,LAX,LAS
1012150,20,304,PHX,SAN
1012155,18,255,BWI,RDU
1012158,25,337,OAK,LAX
1012159,30,256,LAS,PHX
1012205,3,237,DAL,TUL
1012205,59,319,DAL,MAF
1012208,13,271,SDF,MDW
1012215,24,507,SLC,PHX
1012215,6,361,ONT,OAK
1012217,40,480,SAN,SMF
1012220,75,842,BWI,TPA
1012221,20,308,SJC,LAX
1012223,8,148,AUS,HOU
1012224,39,395,BNA,MDW
1012225,17,236,LAS,LAX
1012225,20,254,SDF,STL
1012227,23,283,BWI,BDL
1012228,8,325,PHX,ONT
1012230,10,370,PHX,LAX
1012232,47,293,DAL,LBB
1012307,15,236,LAX,LAS
1020530,4,325,ONT,PHX
1020600,15,405,MCI,MDW
1020610,0,276,HRL,HOU
1020612,8,256,LAS,PHX
1020615,0,333,ONT,SJC
1020615,3,197,FLL,TPA
1020615,4,188,RNO,SJC
1020615,4,562,ELP,DAL
1020615,8,453,TUL,HOU
1020619,19,303,MSY,HOU
1020620,13,491,BNA,MCI
1020620,2,283,BDL,BWI
1020625,0,271,MDW,SDF
1020625,0,313,MCI,OKC
1020625,10,689,SLC,SEA
1020625,2,361,ONT,OAK
1020625,2,588,BNA,BWI
1020625,6,314,CLE,BWI
1020627,9,446,OAK,SAN
1020630,0,180,JAX,TPA
1020630,0,181,DAL,OKC
1020630,0,220,ISP,BWI
1020630,0,236,LAX,LAS
1020630,0,239,DAL,HOU
1020630,0,337,LAX,OAK
1020630,10,325,ONT,PHX
1020630,13,251,MDW,STL
1020630,2,255,RDU,BWI
1020630,2,303,MSY,HOU
1020630,4,361,OAK,ONT
1020630,5,304,SAN,PHX
1020630,6,345,RNO,LAS
1020630,7,192,HOU,SAT
1020630,7,237,MCI,STL
1020630,7,407,OAK,LAS
1020630,8,177,BHM,BNA
1020630,8,351,TUL,STL
1020630,8,611,MDW,BWI
1020633,5,258,SAN,LAS
1020634,3,487,ABQ,LAS
1020635,0,197,TPA,FLL
1020635,0,453,HOU,TUL
1020635,12,291,BOI,SLC
1020635,3,670,BNA,HOU
1020635,5,368,SLC,LAS
1020635,5,417,SJC,SAN
1020637,5,543,OAK,PDX
1020640,4,293,LBB,DAL
1020640,7,359,JAN,HOU
1020645,10,601,RNO,PHX
1020645,13,496,SAT,ELP
1020645,15,405,MCI,MDW
1020645,2,296,SJC,BUR
1020645,3,178,MCO,FLL
1020645,3,318,FLL,JAX
1020645,3,460,TPA,BHM
1020645,9,328,PVD,BWI
1020646,24,405,MDW,MCI
1020648,3,507,SLC,PHX
1020649,31,237,STL,MCI
1020650,0,333,SJC,ONT
1020650,20,570,BHM,HOU
1020650,4,507,PHX,SLC
1020650,5,399,BOI,SEA
1020651,2,417,SAN,SJC
1020655,0,187,CRP,HOU
1020655,1,390,LAX,RNO
1020658,11,178,FLL,MCO
1020659,32,495,BWI,SDF
1020700,0,1481,PDX,MCI
1020700,0,189,DAL,AUS
1020700,0,237,DAL,TUL
1020700,0,248,DAL,SAT
1020700,0,319,MAF,DAL
1020700,0,325,OAK,BUR
1020700,0,328,ABQ,PHX
1020700,0,337,LAX,OAK
1020700,0,447,SAN,SFO
1020700,10,229,MDW,DTW
1020700,10,588,SLC,OAK
1020700,14,872,AUS,PHX
1020700,2,1090,AUS,LAS
1020700,2,248,SAT,DAL
1020700,2,328,BWI,PVD
1020700,3,303,MSY,HOU
1020700,5,1140,LAS,MCI
1020700,5,223,BUR,LAS
1020700,5,307,MDW,CLE
1020700,5,325,BUR,OAK
1020700,6,612,TPA,BNA
1020700,7,313,OKC,MCI
1020700,7,324,AMA,DAL
1020700,9,284,MDW,CMH
1020704,5,251,MDW,STL
1020705,0,1072,MCO,MCI
1020705,0,188,SJC,RNO
1020705,0,256,LAS,PHX
1020705,0,361,ONT,OAK
1020705,0,443,RDU,BNA
1020705,18,967,MCI,BWI
1020705,2,386,SJC,LAS
1020705,3,727,TPA,SDF
1020705,6,616,MCO,BNA
1020705,7,365,JAX,BHM
1020707,0,407,OAK,LAS
1020708,4,437,MSY,DAL
1020709,8,928,TPA,AUS
1020710,0,251,STL,MDW
1020710,0,271,SDF,MDW
1020710,0,803,BNA,ISP
1020710,10,223,ABQ,ELP
1020710,20,550,MCO,MSY
1020711,3,677,LAX,ABQ
1020715,0,419,HOU,OKC
1020715,2,447,SFO,SAN
1020715,2,528,ELP,AUS
1020715,3,318,JAX,FLL
1020715,7,405,MCI,MDW
1020718,22,423,OMA,MDW
1020719,9,457,DTW,BNA
1020720,11,756,AUS,BNA
1020723,6,318,FLL,JAX
1020725,29,588,OAK,SLC
1020725,3,294,MAF,AUS
1020725,7,281,BUF,BWI
1020725,9,491,MCI,BNA
1020727,14,229,DTW,MDW
1020728,14,1959,OAK,BNA
1020730,0,192,SAT,HOU
1020730,1,288,ALB,BWI
1020730,1,935,PHX,TUL
1020730,10,308,SJC,LAX
1020730,13,237,MCI,STL
1020730,2,293,DAL,LBB
1020730,22,377,MHT,BWI
1020730,4,446,OAK,SAN
1020730,8,471,MSY,BNA
1020734,16,1489,OAK,MCI
1020735,0,177,BNA,BHM
1020735,0,181,OKC,DAL
1020735,0,239,HOU,DAL
1020735,0,251,MDW,STL
1020735,0,345,RNO,LAS
1020735,13,448,CLE,BNA
1020735,2,220,BWI,ISP
1020735,9,410,BHM,STL
1020738,38,588,BNA,BWI
1020739,12,223,ELP,ABQ
1020739,14,192,HOU,SAT
1020740,0,197,TPA,FLL
1020740,0,793,FLL,BNA
1020740,1,248,SAT,DAL
1020740,1,370,LAX,PHX
1020740,11,673,FLL,MSY
1020740,2,248,DAL,SAT
1020740,8,294,AUS,MAF
1020742,2,507,PHX,SLC
1020743,0,1011,BUF,MCO
1020745,0,303,HOU,MSY
1020745,0,333,SJC,ONT
1020745,0,904,RDU,MCI
1020745,15,1814,LAX,IND
1020745,2,487,TPA,MSY
1020745,5,187,HOU,CRP
1020745,5,229,MDW,DTW
1020745,6,223,BUR,LAS
1020748,6,395,BNA,MDW
1020750,14,1020,HOU,PHX
1020750,35,368,LAS,SLC
1020750,6,192,HOU,SAT
1020751,0,368,SLC,LAS
1020753,0,689,SEA,SLC
1020753,4,283,BDL,BWI
1020755,1,1455,BHM,PHX
1020755,5,229,STL,IND
1020755,5,587,MCO,JAN
1020755,7,283,BWI,BDL
1020755,8,451,LAX,TUS
1020756,14,1363,LAX,MCI
1020800,0,1073,ALB,MCO
1020800,0,251,STL,MDW
1020800,0,288,BWI,ALB
1020800,0,325,ONT,PHX
1020800,1,1069,LAS,SAT
1020800,17,337,OAK,LAX
1020800,17,407,OAK,LAS
1020800,4,462,STL,OKC
1020800,9,271,MDW,SDF
1020802,44,344,BOI,PDX
1020805,0,325,BUR,OAK
1020805,4,284,MDW,CMH
1020805,5,289,LBB,ABQ
1020806,10,487,LAS,ABQ
1020807,14,437,MSY,DAL
1020808,15,321,BHM,MSY
1020809,0,998,MSY,BWI
1020810,10,197,ONT,LAS
1020810,8,197,LAS,ONT
1020811,14,197,FLL,TPA
1020813,3,162,IND,MDW
1020813,5,843,PHX,SAT
1020814,6,1037,PHX,OMA
1020815,0,223,TUL,MCI
1020815,11,368,LAS,SLC
1020815,14,1751,SAN,BNA
1020815,2,677,LAX,ABQ
1020815,3,217,IAH,DAL
1020815,3,319,DAL,MAF
1020815,53,314,BWI,CLE
1020815,7,443,BNA,RDU
1020818,2,671,SEA,OAK
1020818,8,258,SAN,LAS
1020819,9,484,JAX,BNA
1020820,0,188,SJC,RNO
1020820,0,223,LAS,BUR
1020820,14,1448,BNA,PHX
1020820,7,496,ELP,SAT
1020820,8,422,RNO,SLC
1020822,13,787,MCO,BWI
1020822,23,457,BNA,DTW
1020825,0,335,RNO,BOI
1020825,0,417,SJC,SAN
1020825,0,487,STL,CLE
1020825,0,562,DAL,ELP
1020825,2,359,HOU,JAN
1020825,3,229,MDW,DTW
1020825,3,562,ELP,DAL
1020825,4,304,SAN,PHX
1020825,5,162,MDW,IND
1020825,5,580,DAL,ABQ
1020828,0,407,LAS,OAK
1020828,14,328,ABQ,PHX
1020830,0,440,STL,DTW
1020830,0,446,SAN,OAK
1020830,0,550,MSY,MCO
1020830,10,550,MCO,MSY
1020830,2,255,RDU,BWI
1020830,5,1999,PHX,BWI
1020830,7,448,BNA,CLE
1020830,7,802,MCO,CMH
1020830,8,324,DAL,AMA
1020831,8,937,HOU,MDW
1020832,12,304,PHX,SAN
1020833,0,872,PHX,AUS
1020834,14,321,MSY,BHM
1020835,0,325,ONT,PHX
1020835,0,361,OAK,ONT
1020835,13,646,OAK,PHX
1020835,3,325,OAK,BUR
1020835,7,308,SJC,LAX
1020837,5,256,LAS,PHX
1020837,5,580,ABQ,DAL
1020838,2,423,MDW,OMA
1020839,10,370,LAX,PHX
1020839,45,344,PDX,BOI
1020840,13,229,DTW,MDW
1020840,22,1020,HOU,PHX
1020840,5,236,LAS,LAX
1020842,11,1140,MCI,LAS
1020844,39,405,MCI,MDW
1020845,0,1363,MCI,LAX
1020845,0,347,PHX,ELP
1020845,19,1044,MCI,PHX
1020845,20,1624,LAS,SDF
1020845,4,1090,LAS,AUS
1020845,5,279,PDX,GEG
1020845,8,148,AUS,HOU
1020846,10,377,BWI,MHT
1020846,4,447,SFO,SAN
1020847,39,842,MDW,PVD
1020847,7,328,PHX,ABQ
1020849,9,1069,SAT,LAS
1020850,0,236,LAX,LAS
1020850,0,323,SDF,BHM
1020850,0,484,BNA,JAX
1020850,11,325,PHX,ONT
1020850,5,925,FLL,BWI
1020853,12,588,OAK,SLC
1020853,4,670,BNA,HOU
1020853,7,368,SLC,LAS
1020855,10,313,OKC,MCI
1020855,30,611,MDW,BWI
1020855,7,313,MCI,OKC
1020859,36,765,MDW,ISP
1020900,0,239,DAL,HOU
1020900,2,189,DAL,AUS
1020900,2,192,SAT,HOU
1020900,3,236,LAS,LAX
1020900,4,288,BWI,ALB
1020900,8,453,HOU,TUL
1020902,14,254,SDF,STL
1020902,8,303,MSY,HOU
1020905,0,296,LIT,DAL
1020905,0,528,AUS,ELP
1020905,19,737,STL,BWI
1020905,3,192,HOU,SAT
1020905,4,246,MAF,ELP
1020905,5,628,SAN,ABQ
1020905,7,197,FLL,TPA
1020906,4,181,DAL,OKC
1020909,21,220,BWI,ISP
1020910,0,487,MSY,TPA
1020910,33,838,MDW,MHT
1020910,5,371,OAK,SNA
1020910,62,303,MSY,HOU
1020910,7,347,ELP,PHX
1020911,8,395,MDW,BNA
1020912,10,337,OAK,LAX
1020912,41,777,MDW,BDL
1020912,6,254,STL,SDF
1020912,6,338,BNA,CMH
1020913,7,1069,LAS,SAT
1020914,4,487,TPA,MSY
1020915,14,666,JAN,MDW
1020915,4,395,BNA,MDW
1020915,7,828,MCO,IND
1020916,12,2106,LAS,BWI
1020916,4,304,SAN,PHX
1020919,0,544,MDW,LIT
1020920,0,223,ELP,ABQ
1020920,12,370,PHX,LAX
1020920,2,248,DAL,SAT
1020920,8,570,BHM,HOU
1020922,7,937,MDW,HOU
1020924,10,407,OAK,LAS
1020924,13,361,ONT,OAK
1020924,4,616,BNA,MCO
1020925,0,237,DAL,TUL
1020925,11,325,ONT,PHX
1020925,12,1235,HOU,LAS
1020925,24,588,BNA,BWI
1020925,26,255,BWI,RDU
1020925,9,333,ONT,SJC
1020930,0,487,ABQ,LAS
1020930,1,271,SDF,MDW
1020930,10,283,BDL,BWI
1020930,16,314,CLE,BWI
1020930,17,239,DAL,HOU
1020930,34,370,LAX,PHX
1020930,40,405,MDW,MCI
1020930,7,446,OAK,SAN
1020934,7,829,CMH,TPA
1020935,0,453,HOU,TUL
1020935,1,319,DAL,MAF
1020937,10,513,JAX,MSY
1020938,8,632,MDW,RDU
1020940,0,325,OAK,BUR
1020940,0,370,PHX,LAX
1020940,14,283,BWI,BDL
1020940,14,303,MSY,HOU
1020940,18,319,MAF,DAL
1020940,28,1772,LAS,CMH
1020940,6,670,HOU,BNA
1020941,14,1140,LAS,MCI
1020942,9,471,BNA,MSY
1020945,10,291,SLC,BOI
1020950,0,1588,LAS,BNA
1020950,0,325,PHX,ONT
1020950,0,663,BWI,JAX
1020950,10,328,BWI,PVD
1020950,15,236,LAX,LAS
1020950,2,293,DAL,LBB
1020950,30,405,MCI,MDW
1020950,6,271,MDW,SDF
1020952,2,888,JAN,BWI
1020952,4,907,BNA,PVD
1020954,5,223,MCI,TUL
1020955,26,328,PHX,ABQ
1020955,4,365,LAS,TUS
1020955,4,714,ELP,LAX
1020955,5,671,OAK,SEA
1020959,13,223,LAS,BUR
1020959,19,682,BHM,BWI
1021000,0,337,LAX,OAK
1021000,0,723,GEG,OAK
1021000,14,1501,MSY,LAS
1021000,15,256,LAS,PHX
1021000,15,775,LAS,LBB
1021000,3,223,BUR,LAS
1021000,36,1301,MSY,PHX
1021000,40,590,LAX,SLC
1021000,7,441,HOU,MAF
1021000,8,324,AMA,DAL
1021001,50,444,PDX,RNO
1021002,3,446,SAN,OAK
1021004,5,197,LAS,ONT
1021005,0,293,LBB,DAL
1021005,15,197,TPA,FLL
1021005,8,148,AUS,HOU
1021009,24,520,LAS,BOI
1021010,0,495,SDF,BWI
1021010,0,580,DAL,ABQ
1021010,0,588,SLC,OAK
1021010,10,361,OAK,ONT
1021010,12,417,SJC,SAN
1021010,3,507,SLC,PHX
1021010,4,341,AUS,LBB
1021010,4,342,SJC,SNA
1021010,5,303,MSY,HOU
1021011,18,197,ONT,LAS
1021011,18,462,OKC,STL
1021012,0,787,MCO,BWI
1021012,5,601,PHX,RNO
1021013,6,308,LAX,SJC
1021013,7,289,ABQ,LBB
1021015,21,370,LAX,PHX
1021015,3,611,BWI,MDW
1021015,8,417,SAN,SJC
1021015,9,1107,PHX,SEA
1021019,7,229,DTW,MDW
1021020,30,1099,LAS,OMA
1021020,5,419,OKC,HOU
1021021,7,528,AUS,ELP
1021023,13,237,MCI,STL
1021023,18,181,OKC,DAL
1021023,21,1040,MCO,SAT
1021023,34,1521,LAS,MDW
1021024,37,325,ONT,PHX
1021028,22,308,SJC,LAX
1021028,38,307,CLE,MDW
1021030,0,564,SEA,RNO
1021030,17,321,MSY,BHM
1021030,5,258,LAS,SAN
1021033,10,1044,PHX,MCI
1021033,16,220,ISP,BWI
1021033,25,192,HOU,SAT
1021034,53,630,SLC,PDX
1021035,0,237,TUL,DAL
1021035,5,580,ABQ,DAL
1021037,9,377,MHT,BWI
1021038,26,187,HOU,CRP
1021038,66,369,BUR,PHX
1021039,12,370,LAX,PHX
1021040,0,588,BNA,BWI
1021040,22,447,SFO,SAN
1021040,24,1363,LAX,MCI
1021040,27,422,SLC,RNO
1021041,12,223,TUL,MCI
1021041,4,236,LAX,LAS
1021042,4,405,MDW,MCI
1021043,5,304,SAN,PHX
1021045,0,181,DAL,OKC
1021045,0,223,LAS,BUR
1021045,16,446,OAK,SAN
1021045,21,1670,BWI,ABQ
1021045,59,229,MDW,DTW
1021045,8,162,MDW,IND
1021045,9,1999,BWI,PHX
1021046,25,889,OAK,ABQ
1021047,10,281,BWI,BUF
1021048,3,188,SJC,RNO
1021049,75,687,HOU,STL
1021050,0,342,SNA,SJC
1021050,2,313,MCI,OKC
1021050,26,303,MSY,HOU
1021050,28,255,RDU,BWI
1021050,36,636,SAN,ELP
1021050,9,621,SJC,PHX
1021052,19,328,ABQ,PHX
1021053,12,612,BNA,TPA
1021055,7,345,LAS,RNO
1021056,8,395,BNA,MDW
1021057,39,276,HOU,HRL
1021058,41,291,BOI,SLC
1021059,9,304,PHX,SAN
1021100,0,337,OAK,LAX
1021100,27,1140,MCI,LAS
1021100,3,332,MAF,ABQ
1021100,32,370,PHX,LAX
1021100,5,453,TUL,HOU
1021103,10,443,RDU,BNA
1021103,46,256,PHX,LAS
1021104,25,325,OAK,BUR
1021105,0,405,MDW,MCI
1021105,10,369,BUR,PHX
1021105,4,341,LBB,AUS
1021105,5,347,PHX,ELP
1021105,8,925,BWI,FLL
1021106,48,251,MDW,STL
1021108,3,284,CMH,MDW
1021110,12,1797,LAX,BNA
1021110,15,787,BWI,MCO
1021110,27,337,LAX,OAK
1021110,39,919,SLC,MCI
1021110,5,612,TPA,BNA
1021111,29,493,SLC,ABQ
1021113,5,1050,BDL,MCO
1021113,5,370,LAX,PHX
1021114,36,239,HOU,DAL
1021115,12,256,LAS,PHX
1021115,4,223,TUL,MCI
1021115,5,636,ELP,SAN
1021115,8,351,TUL,STL
1021115,9,447,SAN,SFO
1021117,17,303,HOU,MSY
1021118,0,287,GEG,BOI
1021119,12,239,DAL,HOU
1021120,17,369,PHX,BUR
1021120,2,237,DAL,TUL
1021120,25,796,LAS,MAF
1021120,28,248,DAL,SAT
1021120,29,325,PHX,ONT
1021120,37,223,BUR,LAS
1021120,5,1073,PVD,MCO
1021122,10,189,DAL,AUS
1021122,15,487,ABQ,LAS
1021122,4,451,LAX,TUS
1021123,0,651,PHX,SFO
1021123,13,223,ABQ,ELP
1021123,16,197,ONT,LAS
1021123,3,584,LAS,ELP
1021124,11,325,OAK,BUR
1021125,18,1020,PHX,HOU
1021125,7,178,MCO,FLL
1021126,11,687,HOU,STL
1021128,15,248,DAL,SAT
1021128,20,180,RNO,OAK
1021128,20,440,DTW,STL
1021130,0,934,ABQ,STL
1021130,14,677,HOU,ELP
1021130,4,239,DAL,HOU
1021132,45,714,LAX,ELP
1021134,32,197,FLL,TPA
1021134,50,345,RNO,LAS
1021135,31,307,MDW,CLE
1021135,8,471,MSY,BNA
1021136,2,271,SDF,MDW
1021136,20,1848,MCO,PHX
1021136,9,787,MCO,BWI
1021138,0,359,HOU,JAN
1021138,14,256,PHX,LAS
1021138,3,671,SEA,OAK
1021139,1,239,HOU,DAL
1021139,8,457,DTW,BNA
1021140,1,319,MAF,DAL
1021140,21,446,SAN,OAK
1021140,21,580,DAL,ABQ
1021140,25,386,LAS,SJC
1021140,8,251,STL,MDW
1021143,15,325,PHX,ONT
1021143,18,187,CRP,HOU
1021143,75,368,LAS,SLC
1021144,12,177,BHM,BNA
1021145,12,666,MDW,JAN
1021145,27,496,SAT,ELP
1021145,3,371,SNA,OAK
1021145,39,239,HOU,DAL
1021145,8,276,HOU,HRL
1021146,11,308,LAX,SJC
1021147,2,723,OAK,GEG
